meeting_id,race_id,race_date,track,race_time,race_class,race_distance,race_prizes,position,trap,dog_id,dog_name,trainer,comments,starting_price,time_s,time_distance,birth_date,weight,color,sire,dam,breeding_info,race_url
360673,623973,Saturday 15th February 2020,Henlow,18:18,A10,460m,1st £100 | Others £40 | Race Total £300,1st,5,529754,How Ye Hilda,J M Ray,"MidTW,Ld 1/2",1/1F,04.01,30.51 (HD),Apr-2018,28.1,b - bk,Jaytee Jet,How Ye Now,Apr-2018 | 28.1 | b - bk | Jaytee Jet - How Ye Now,https://www.gbgb.org.uk/meeting/?meetingId=360673&raceId=623973
405046,999722,Saturday 23rd December 2023,Newcastle,17:22,A8,480m,1st £125 | Others £50 Race Total £375,3rd,2,543795,Havana World,E Y Bell,"RlsTMid,ClearRun",11/1,04.87,30.50 (4 1/4),Jul-2019,35.1,d - bk,World Class,Havana Lottie,Jul-2019 | 35.1 | d - bk | World Class - Havana Lottie,https://www.gbgb.org.uk/meeting/?meetingId=405046&raceId=999722
405046,999722,Saturday 23rd December 2023,Newcastle,17:22,A8,480m,1st £125 | Others £50 Race Total £375,4th,3,629085,Litvinenko,K Bowman,ClearRun,6/1,05.02,30.59 (1 1/4),Apr-2022,31.8,d - bk,Ice On Fire,Effernogue Choco,Apr-2022 | 31.8 | d - bk | Ice On Fire - Effernogue Choco,https://www.gbgb.org.uk/meeting/?meetingId=405046&raceId=999722
405046,999722,Saturday 23rd December 2023,Newcastle,17:22,A8,480m,1st £125 | Others £50 Race Total £375,5th,6,585665,Altmore Midget,J T Edgar,"Wide,ClearRun",9/2,04.92,30.87 (3 1/2),Oct-2019,26.3,b - bk,Droopys Jet,Athboy Premier,Oct-2019 | 26.3 | b - bk | Droopys Jet - Athboy Premier,https://www.gbgb.org.uk/meeting/?meetingId=405046&raceId=999722
405046,999722,Saturday 23rd December 2023,Newcastle,17:22,A8,480m,1st £125 | Others £50 Race Total £375,6th,1,543218,Highclere Coco,S Roberts,"LckEPace,Rails,ClearRun",7/1,05.10,31.29 (5 1/4),Aug-2019,24.3,b - bd,Droopys Nidge,Gorgeous Pippy,Aug-2019 | 24.3 | b - bd | Droopys Nidge - Gorgeous Pippy,https://www.gbgb.org.uk/meeting/?meetingId=405046&raceId=999722
405162,1000731,Saturday 30th December 2023,Henlow,15:48,A6,460m,1st £110 | Others £40 Race Total £310,1st,2,622638,Blue Sensation,P J Dolby,"CrdRunUp,Led4",10/3,03.84,28.05 (2),Aug-2021,39.6,d - be,Ballymac Anton,Mays Fiddlefaddle,Aug-2021 | 39.6 | d - be | Ballymac Anton - Mays Fiddlefaddle,https://www.gbgb.org.uk/meeting/?meetingId=405162&raceId=1000731
405162,1000731,Saturday 30th December 2023,Henlow,15:48,A6,460m,1st £110 | Others £40 Race Total £310,2nd,1,591880,Concatenation,P B Philpott,"QAw,LedTo4",2/1JF,03.76,28.21 (2),Jun-2020,27.0,b - bk,Candlelight King,Swift Magnetic,Jun-2020 | 27.0 | b - bk | Candlelight King - Swift Magnetic,https://www.gbgb.org.uk/meeting/?meetingId=405162&raceId=1000731
405162,1000731,Saturday 30th December 2023,Henlow,15:48,A6,460m,1st £110 | Others £40 Race Total £310,3rd,4,624727,Wendil Rocky,R Devenish,CrdRunUp&1,2/1JF,03.84,28.35 (1 3/4),Oct-2021,34.5,d - bk,Roxholme Nidge,Tea For Tess,Oct-2021 | 34.5 | d - bk | Roxholme Nidge - Tea For Tess,https://www.gbgb.org.uk/meeting/?meetingId=405162&raceId=1000731
405162,1000731,Saturday 30th December 2023,Henlow,15:48,A6,460m,1st £110 | Others £40 Race Total £310,4th,3,593415,Murrow Honey,R Fitch,"CrdRunUp,RanOn",14/1,03.84,28.39 (1/2),Aug-2020,27.6,b - bk,Rising Brandy,Jumeirah Sherry,Aug-2020 | 27.6 | b - bk | Rising Brandy - Jumeirah Sherry,https://www.gbgb.org.uk/meeting/?meetingId=405162&raceId=1000731
405162,1000731,Saturday 30th December 2023,Henlow,15:48,A6,460m,1st £110 | Others £40 Race Total £310,5th,5,615039,Savana Eske,G A Payne,CrdRunUp&1,4/1,03.86,28.58 (2 1/4),Feb-2021,33.3,d - bk,Ballymac Eske,Savana Jessica,Feb-2021 | 33.3 | d - bk | Ballymac Eske - Savana Jessica,https://www.gbgb.org.uk/meeting/?meetingId=405162&raceId=1000731
405162,1000731,Saturday 30th December 2023,Henlow,15:48,A6,460m,1st £110 | Others £40 Race Total £310,6th,6,620782,Buzz,J Bloomfield,CrdRunUp&1,8/1,03.85,28.65 (1),May-2021,31.4,d - bd,Pestana,Partners Roisin,May-2021 | 31.4 | d - bd | Pestana - Partners Roisin,https://www.gbgb.org.uk/meeting/?meetingId=405162&raceId=1000731
405184,1000854,Sunday 31st December 2023,Sunderland,11:36,D4,261m,1st £105 | Others £45 Race Total £330,1st,3,633197,Come Ere,M J Fieldson,"QuickAway,Middle,ALed",9/2,-,16.48 (1),Oct-2021,29.0,b - bk,Farloe Rumble,Ay Up Grace,Oct-2021 | 29.0 | b - bk | Farloe Rumble - Ay Up Grace,https://www.gbgb.org.uk/meeting/?meetingId=405184&raceId=1000854
405184,1000854,Sunday 31st December 2023,Sunderland,11:36,D4,261m,1st £105 | Others £45 Race Total £330,2nd,5,627874,Jamaica Justso,R Thompson,"SAw,MidToWide,RanOn",8/1,-,16.57 (1),Feb-2021,40.1,d - wbd,Newinn Wonder,Jamaica Belle,Feb-2021 | 40.1 | d - wbd | Newinn Wonder - Jamaica Belle,https://www.gbgb.org.uk/meeting/?meetingId=405184&raceId=1000854
405184,1000854,Sunday 31st December 2023,Sunderland,11:36,D4,261m,1st £105 | Others £45 Race Total £330,3rd,1,633091,Hesnocharm,I Zivkovic,"Rails,ClearRun",11/4,-,16.80 (3),Mar-2022,30.3,d - bk,Dorotas Wildcat,Kilara Charm,Mar-2022 | 30.3 | d - bk | Dorotas Wildcat - Kilara Charm,https://www.gbgb.org.uk/meeting/?meetingId=405184&raceId=1000854
405184,1000854,Sunday 31st December 2023,Sunderland,11:36,D4,261m,1st £105 | Others £45 Race Total £330,4th,2,628508,Shine On Paddy,G Strike,CrowdedRunIn,7/1,-,16.81 (SH),Jul-2021,27.3,b - wbd,Cloran Paddy,Daryanoor Shine,Jul-2021 | 27.3 | b - wbd | Cloran Paddy - Daryanoor Shine,https://www.gbgb.org.uk/meeting/?meetingId=405184&raceId=1000854
405184,1000854,Sunday 31st December 2023,Sunderland,11:36,D4,261m,1st £105 | Others £45 Race Total £330,5th,6,624999,Malibu Barbie,R Thompson,"Wide,CrowdedRunIn",5/2,-,16.82 (SH),Jul-2021,25.1,b - bef,Hiya Butt,Wicky Bure,Jul-2021 | 25.1 | b - bef | Hiya Butt - Wicky Bure,https://www.gbgb.org.uk/meeting/?meetingId=405184&raceId=1000854
405184,1000854,Sunday 31st December 2023,Sunderland,11:36,D4,261m,1st £105 | Others £45 Race Total £330,6th,4,545940,Slippy Marietta,C Mcnicholas,"Middle,HandyTo1,CrdRunIn",9/4F,-,16.87 (1/2),Oct-2018,27.2,b - bk,Laughil Blake,Slippy Joy,Oct-2018 | 27.2 | b - bk | Laughil Blake - Slippy Joy,https://www.gbgb.org.uk/meeting/?meetingId=405184&raceId=1000854
405186,1000895,Saturday 30th December 2023,Crayford,13:07,OR,714m,1st £500 | Others £65 Race Total £825,1st,1,629970,Lamorna Amaze,A D Scott,"SAw,MidToRls,LdNrLn",9/4,24.13,46.12 (SH),Nov-2021,29.3,b - bk,Ballymac Anton,Razldazl Lulu,Nov-2021 | 29.3 | b - bk | Ballymac Anton - Razldazl Lulu,https://www.gbgb.org.uk/meeting/?meetingId=405186&raceId=1000895
405186,1000895,Saturday 30th December 2023,Crayford,13:07,OR,714m,1st £500 | Others £65 Race Total £825,2nd,5,625196,Kanturk Mills,J J Luckhurst,"EP,SnLdToNrLn,Rls",6/4F,23.28,46.13 (SH),Aug-2021,32.7,d - bk,Dorotas Wildcat,Clongeel Mills,Aug-2021 | 32.7 | d - bk | Dorotas Wildcat - Clongeel Mills,https://www.gbgb.org.uk/meeting/?meetingId=405186&raceId=1000895
405186,1000895,Saturday 30th December 2023,Crayford,13:07,OR,714m,1st £500 | Others £65 Race Total £825,3rd,6,630254,Makeit Magical,F J Gray,"ChlFrom 3/4,Mid",7/4,23.39,46.14 (SH),Oct-2021,25.7,b - ltf,Grangeview Ten,Kitmins Misty,Oct-2021 | 25.7 | b - ltf | Grangeview Ten - Kitmins Misty,https://www.gbgb.org.uk/meeting/?meetingId=405186&raceId=1000895
405186,1000895,Saturday 30th December 2023,Crayford,13:07,OR,714m,1st £500 | Others £65 Race Total £825,4th,3,547967,Icaals Tori,J W Reynolds,"Crd1,MidToRls",8/1,23.96,46.80 (8 1/4),Jun-2019,28.2,b - bd,Droopys Roddick,Quivershillcroft,Jun-2019 | 28.2 | b - bd | Droopys Roddick - Quivershillcroft,https://www.gbgb.org.uk/meeting/?meetingId=405186&raceId=1000895
405186,1000895,Saturday 30th December 2023,Crayford,13:07,OR,714m,1st £500 | Others £65 Race Total £825,5th,4,624134,Smoked Out,R M Emery,"Blk1,Rls",25/1,24.32,47.32 (6 1/2),Jun-2021,29.3,b - dkbd,Vulturi,Culdaff Lady,Jun-2021 | 29.3 | b - dkbd | Vulturi - Culdaff Lady,https://www.gbgb.org.uk/meeting/?meetingId=405186&raceId=1000895
405186,1000895,Saturday 30th December 2023,Crayford,13:07,OR,714m,1st £500 | Others £65 Race Total £825,6th,2,626875,Kuda Ruby,J M Liles,"Ck3,Crd4,MidToWide",28/1,24.10,47.64 (4),Nov-2021,25.3,b - be,Magical Bale,Kellsboro Wendy,Nov-2021 | 25.3 | b - be | Magical Bale - Kellsboro Wendy,https://www.gbgb.org.uk/meeting/?meetingId=405186&raceId=1000895
405169,1000905,Saturday 30th December 2023,Doncaster,15:58,A2,483m,1st £130 | Others £40 Race Total £330,1st,4,608925,Knockduff Markle,S A Birks,"Mid,QAw,ALed",9/4JF,04.25,30.21 (6),Dec-2020,25.1,b - bk,Ballymac Eske,Mustang Markle,Dec-2020 | 25.1 | b - bk | Ballymac Eske - Mustang Markle,https://www.gbgb.org.uk/meeting/?meetingId=405169&raceId=1000905
405169,1000905,Saturday 30th December 2023,Doncaster,15:58,A2,483m,1st £130 | Others £40 Race Total £330,2nd,6,588913,Dingys Ronaldo,J Sharp,"Wide,ClrRun",3/1,04.30,30.69 (6),Feb-2020,35.5,d - bk,Candlelight King,Droopys Knox,Feb-2020 | 35.5 | d - bk | Candlelight King - Droopys Knox,https://www.gbgb.org.uk/meeting/?meetingId=405169&raceId=1000905
405169,1000905,Saturday 30th December 2023,Doncaster,15:58,A2,483m,1st £130 | Others £40 Race Total £330,3rd,2,539527,Cosard Wonder,L J Macmanus,"MidRls,SAw,Crd1",10/1,04.41,30.76 (3/4),Sep-2018,32.0,d - bk,Confident Rankin,Buffys Girl,Sep-2018 | 32.0 | d - bk | Confident Rankin - Buffys Girl,https://www.gbgb.org.uk/meeting/?meetingId=405169&raceId=1000905
405169,1000905,Saturday 30th December 2023,Doncaster,15:58,A2,483m,1st £130 | Others £40 Race Total £330,4th,3,550526,Ferryforth Texas,D Calvert,"MidRls,Crd1&4",9/4JF,04.29,31.10 (4 1/4),Jul-2019,32.7,d - bd,Pat C Sabbath,Ferryforth Belle,Jul-2019 | 32.7 | d - bd | Pat C Sabbath - Ferryforth Belle,https://www.gbgb.org.uk/meeting/?meetingId=405169&raceId=1000905
405169,1000905,Saturday 30th December 2023,Doncaster,15:58,A2,483m,1st £130 | Others £40 Race Total £330,5th,5,549415,Crispy Bacon,M G Adamson,"Mid,Crd1&4",7/2,04.34,31.13 (1/2),Aug-2019,35.2,d - bd,Ballymac Eske,Ascot Grace,Aug-2019 | 35.2 | d - bd | Ballymac Eske - Ascot Grace,https://www.gbgb.org.uk/meeting/?meetingId=405169&raceId=1000905
405169,1000905,Saturday 30th December 2023,Doncaster,15:58,A2,483m,1st £130 | Others £40 Race Total £330,6th,1,529474,Glitter Gee,D Calvert,"Rls,Crd1,FcdCk3",10/1,04.30,31.24 (1 1/2),May-2018,28.7,b - bk,Droopys Cain,Cromac Belle,May-2018 | 28.7 | b - bk | Droopys Cain - Cromac Belle,https://www.gbgb.org.uk/meeting/?meetingId=405169&raceId=1000905
405171,1001007,Monday 1st January 2024,Doncaster,13:23,A2,483m,1st £130 | Others £40 Race Total £330,1st,5,624266,Sportsmans Flash,D Calvert,"Mid,QAw,ALed",11/2,04.18,30.08 (2),Jul-2021,26.3,b - wbd,Out Of Range ASB,Sportsmans Holly,Jul-2021 | 26.3 | b - wbd | Out Of Range ASB - Sportsmans Holly,https://www.gbgb.org.uk/meeting/?meetingId=405171&raceId=1001007
405171,1001007,Monday 1st January 2024,Doncaster,13:23,A2,483m,1st £130 | Others £40 Race Total £330,2nd,1,606857,Knockalton Flash,J Simpson,"Rls,ClrRun",3/1,04.28,30.25 (2),Sep-2020,28.0,d - bk,Kinloch Brae,Fantasy Ivory,Sep-2020 | 28.0 | d - bk | Kinloch Brae - Fantasy Ivory,https://www.gbgb.org.uk/meeting/?meetingId=405171&raceId=1001007
405171,1001007,Monday 1st January 2024,Doncaster,13:23,A2,483m,1st £130 | Others £40 Race Total £330,3rd,4,626369,Brightstar Elle,D Calvert,"Mid,ClrRun",9/4,04.25,30.34 (1 1/4),Sep-2021,28.4,b - bk,Good News,Lithuanian Paula,Sep-2021 | 28.4 | b - bk | Good News - Lithuanian Paula,https://www.gbgb.org.uk/meeting/?meetingId=405171&raceId=1001007
405171,1001007,Monday 1st January 2024,Doncaster,13:23,A2,483m,1st £130 | Others £40 Race Total £330,4th,3,628889,Ruffian Fane,R J Overton,"Mid,Crd1",10/1,04.30,30.37 (1/2),Sep-2021,27.9,b - wbk,Magical Bale,Droopys Fane,Sep-2021 | 27.9 | b - wbk | Magical Bale - Droopys Fane,https://www.gbgb.org.uk/meeting/?meetingId=405171&raceId=1001007
405171,1001007,Monday 1st January 2024,Doncaster,13:23,A2,483m,1st £130 | Others £40 Race Total £330,5th,6,554864,Tommy Blue,K M Grayson,"Wide,SAw,FcdCk 1/4",6/1,04.36,30.38 (SH),Sep-2019,33.3,d - bk,Skywalker Puma,Slipaway Rose,Sep-2019 | 33.3 | d - bk | Skywalker Puma - Slipaway Rose,https://www.gbgb.org.uk/meeting/?meetingId=405171&raceId=1001007
405171,1001007,Monday 1st January 2024,Doncaster,13:23,A2,483m,1st £130 | Others £40 Race Total £330,6th,2,612465,Epic Jet,L J Macmanus,"Rls,Crd1",2/1F,04.31,30.51 (1 3/4),Jan-2021,35.4,d - bew,Ballyhimikin Jet,Hugh Dream,Jan-2021 | 35.4 | d - bew | Ballyhimikin Jet - Hugh Dream,https://www.gbgb.org.uk/meeting/?meetingId=405171&raceId=1001007
405171,1001013,Monday 1st January 2024,Doncaster,15:11,B3,450m,1st £120 | Others £40 Race Total £320,1st,4,592054,Coalmore Blakey,K M Grayson,"Mid,Led4",11/4,02.23,28.29 (NK),Apr-2020,31.0,d - bk,Laughil Blake,Mays Magician,Apr-2020 | 31.0 | d - bk | Laughil Blake - Mays Magician,https://www.gbgb.org.uk/meeting/?meetingId=405171&raceId=1001013
405171,1001013,Monday 1st January 2024,Doncaster,15:11,B3,450m,1st £120 | Others £40 Race Total £320,2nd,3,633207,Jazza Man,D Calvert,"Mid,EP,LedRunUp-4",6/4F,02.22,28.32 (NK),Apr-2022,33.6,d - bebd,Pestana,Jazz Hands,Apr-2022 | 33.6 | d - bebd | Pestana - Jazz Hands,https://www.gbgb.org.uk/meeting/?meetingId=405171&raceId=1001013
405171,1001013,Monday 1st January 2024,Doncaster,15:11,B3,450m,1st £120 | Others £40 Race Total £320,3rd,5,635036,Cocoa Puff,D L Cross,"Wide,BmpStt,Crd3",6/1,02.30,28.92 (7 1/2),Aug-2021,26.7,b - bdw,Run Happy,Townsend Beauty,Aug-2021 | 26.7 | b - bdw | Run Happy - Townsend Beauty,https://www.gbgb.org.uk/meeting/?meetingId=405171&raceId=1001013
405171,1001013,Monday 1st January 2024,Doncaster,15:11,B3,450m,1st £120 | Others £40 Race Total £320,4th,1,631664,Knockduff State,J Simpson,"RlsMid,Crd3",6/1,02.24,29.01 (1 1/4),Sep-2021,35.7,d - bk,Elite State,Mustang Markle,Sep-2021 | 35.7 | d - bk | Elite State - Mustang Markle,https://www.gbgb.org.uk/meeting/?meetingId=405171&raceId=1001013
405171,1001013,Monday 1st January 2024,Doncaster,15:11,B3,450m,1st £120 | Others £40 Race Total £320,5th,2,610613,Slippy Craig,D Calvert,"Mid,QAw,Crd3",9/2,02.20,29.06 (1/2),Oct-2020,32.0,d - bk,Kinloch Brae,Droopys Achieve,Oct-2020 | 32.0 | d - bk | Kinloch Brae - Droopys Achieve,https://www.gbgb.org.uk/meeting/?meetingId=405171&raceId=1001013
405171,1001013,Monday 1st January 2024,Doncaster,15:11,B3,450m,1st £120 | Others £40 Race Total £320,6th,6,626664,Stan Free,D L Cross,"Wide,BmpStt,FcdCk2,Crd3",16/1,02.31,29.17 (1 1/2),Sep-2021,32.0,d - bkw,Pestana,Blossom Amber,Sep-2021 | 32.0 | d - bkw | Pestana - Blossom Amber,https://www.gbgb.org.uk/meeting/?meetingId=405171&raceId=1001013
405171,1001018,Monday 1st January 2024,Doncaster,16:48,D3,275m,1st £90 | Others £40 Race Total £290,1st,3,554696,Bull Run Boris,K Bowman,"Mid,EP,LedRunUp",9/2,-,17.42 (2),Feb-2019,33.9,d - bk,Ballymac Vic,Tipp The Deise,Feb-2019 | 33.9 | d - bk | Ballymac Vic - Tipp The Deise,https://www.gbgb.org.uk/meeting/?meetingId=405171&raceId=1001018
405171,1001018,Monday 1st January 2024,Doncaster,16:48,D3,275m,1st £90 | Others £40 Race Total £290,2nd,2,632041,Zipping Virginia,R J Overton,"MidRls,SAw",11/8F,-,17.58 (2),Oct-2021,30.0,b - bk,Oscar Whisky,Troy Marine,Oct-2021 | 30.0 | b - bk | Oscar Whisky - Troy Marine,https://www.gbgb.org.uk/meeting/?meetingId=405171&raceId=1001018
405171,1001018,Monday 1st January 2024,Doncaster,16:48,D3,275m,1st £90 | Others £40 Race Total £290,3rd,6,551058,Midas Pauline,R J Overton,"Wide,Crd 1/2",11/4,-,17.60 (HD),Sep-2019,31.9,b - bk,Greenwell Hulk,Chosen Wisely,Sep-2019 | 31.9 | b - bk | Greenwell Hulk - Chosen Wisely,https://www.gbgb.org.uk/meeting/?meetingId=405171&raceId=1001018
405171,1001018,Monday 1st January 2024,Doncaster,16:48,D3,275m,1st £90 | Others £40 Race Total £290,4th,4,594052,Myla Rayne,K Bowman,"MidWide,Crd1",6/1,-,17.73 (1 1/2),Oct-2020,27.0,b - bkw,Ballymac Matt,Ballymac Meena,Oct-2020 | 27.0 | b - bkw | Ballymac Matt - Ballymac Meena,https://www.gbgb.org.uk/meeting/?meetingId=405171&raceId=1001018
405171,1001018,Monday 1st January 2024,Doncaster,16:48,D3,275m,1st £90 | Others £40 Race Total £290,5th,5,609603,Moss Blue Boy,K Everitt,"Wide,QAw,FcdCk 1/2",12/1,-,17.91 (2 1/4),Oct-2020,33.0,d - be,Droopys Buick,Kingdom Flash,Oct-2020 | 33.0 | d - be | Droopys Buick - Kingdom Flash,https://www.gbgb.org.uk/meeting/?meetingId=405171&raceId=1001018
405171,1001018,Monday 1st January 2024,Doncaster,16:48,D3,275m,1st £90 | Others £40 Race Total £290,6th,1,636566,Glitter Pest,D Calvert,"Rls,Crd1",9/2,-,18.09 (2 1/4),Jun-2022,22.4,b - bd,Pestana,Glitter Gee,Jun-2022 | 22.4 | b - bd | Pestana - Glitter Gee,https://www.gbgb.org.uk/meeting/?meetingId=405171&raceId=1001018
405202,1001020,Saturday 30th December 2023,Newcastle,14:19,A8,480m,1st £125 | Others £50 Race Total £375,1st,6,585665,Altmore Midget,J T Edgar,Led 1/4,10/3,04.78,30.22 (2),Oct-2019,26.3,b - bk,Droopys Jet,Athboy Premier,Oct-2019 | 26.3 | b - bk | Droopys Jet - Athboy Premier,https://www.gbgb.org.uk/meeting/?meetingId=405202&raceId=1001020
405202,1001020,Saturday 30th December 2023,Newcastle,14:19,A8,480m,1st £125 | Others £50 Race Total £375,2nd,3,629166,Westforth Apollo,G A Stark,LedTo 1/4,5/2,04.74,30.39 (2),Aug-2021,31.6,d - bk,Newinn Taylor,Sheilas Machine,Aug-2021 | 31.6 | d - bk | Newinn Taylor - Sheilas Machine,https://www.gbgb.org.uk/meeting/?meetingId=405202&raceId=1001020
405202,1001020,Saturday 30th December 2023,Newcastle,14:19,A8,480m,1st £125 | Others £50 Race Total £375,3rd,5,610481,Randy Lady,C J Lister,Crowded&FcdTCk 1/4,9/4F,04.92,30.97 (7 1/4),Nov-2020,26.4,b - bk,Quietly,Frainey,Nov-2020 | 26.4 | b - bk | Quietly - Frainey,https://www.gbgb.org.uk/meeting/?meetingId=405202&raceId=1001020
405202,1001020,Saturday 30th December 2023,Newcastle,14:19,A8,480m,1st £125 | Others £50 Race Total £375,4th,1,543795,Havana World,E Y Bell,Crowded&FcdTCk 3/4,6/1,05.05,30.99 (HD),Jul-2019,35.6,d - bk,World Class,Havana Lottie,Jul-2019 | 35.6 | d - bk | World Class - Havana Lottie,https://www.gbgb.org.uk/meeting/?meetingId=405202&raceId=1001020
405202,1001020,Saturday 30th December 2023,Newcastle,14:19,A8,480m,1st £125 | Others £50 Race Total £375,5th,2,629085,Litvinenko,K Bowman,"SAw,StruckInto 3/4",10/3,05.00,31.00 (SH),Apr-2022,31.9,d - bk,Ice On Fire,Effernogue Choco,Apr-2022 | 31.9 | d - bk | Ice On Fire - Effernogue Choco,https://www.gbgb.org.uk/meeting/?meetingId=405202&raceId=1001020
405202,1001020,Saturday 30th December 2023,Newcastle,14:19,A8,480m,1st £125 | Others £50 Race Total £375,6th,4,592279,Drama Beauty,J T Edgar,Crowded 1/4,12/1,04.88,31.33 (4 1/4),Aug-2020,29.2,b - bk,Ardnasool Jet,Lady Likewise,Aug-2020 | 29.2 | b - bk | Ardnasool Jet - Lady Likewise,https://www.gbgb.org.uk/meeting/?meetingId=405202&raceId=1001020
405280,1001850,Wednesday 3rd January 2024,Doncaster,19:48,B4,450m,1st £115 | Others £40 Race Total £315,1st,1,619850,Rocky Haze,D Calvert,"RlsMid,EP,Led1",7/1,02.23,28.32 (2 1/4),Mar-2020,31.7,d - bd,Droopys Sydney,Scala Masie,Mar-2020 | 31.7 | d - bd | Droopys Sydney - Scala Masie,https://www.gbgb.org.uk/meeting/?meetingId=405280&raceId=1001850
405280,1001850,Wednesday 3rd January 2024,Doncaster,19:48,B4,450m,1st £115 | Others £40 Race Total £315,2nd,6,547327,Waikiki Del,S A Birks,"Wide,2ndTh'out",3/1,02.20,28.51 (2 1/4),Jun-2019,34.1,d - be,Confident Rankin,Look Away,Jun-2019 | 34.1 | d - be | Confident Rankin - Look Away,https://www.gbgb.org.uk/meeting/?meetingId=405280&raceId=1001850
405280,1001850,Wednesday 3rd January 2024,Doncaster,19:48,B4,450m,1st £115 | Others £40 Race Total £315,3rd,4,634719,Simply Az,V L Clark,"Mid,Crd1&2",5/6F,02.23,28.86 (4 1/2),Oct-2021,30.5,d - bk,Azza Azza Azza,Agatha,Oct-2021 | 30.5 | d - bk | Azza Azza Azza - Agatha,https://www.gbgb.org.uk/meeting/?meetingId=405280&raceId=1001850
405280,1001850,Wednesday 3rd January 2024,Doncaster,19:48,B4,450m,1st £115 | Others £40 Race Total £315,4th,5,196207,Brevity,K Bowman,"Mid,SAw,Bmp 1/4",25/1,02.32,28.99 (1 1/2),Sep-2021,29.8,b - bk,Ballymac Anton,Ballymac Berry,Sep-2021 | 29.8 | b - bk | Ballymac Anton - Ballymac Berry,https://www.gbgb.org.uk/meeting/?meetingId=405280&raceId=1001850
405280,1001850,Wednesday 3rd January 2024,Doncaster,19:48,B4,450m,1st £115 | Others £40 Race Total £315,5th,2,604758,Swift Fantasy,P Barlow,"MidRls,Crd1,BCrd 1/4",9/2,02.24,29.16 (2 1/4),Sep-2020,25.2,b - bk,Quietly,Swift Remission,Sep-2020 | 25.2 | b - bk | Quietly - Swift Remission,https://www.gbgb.org.uk/meeting/?meetingId=405280&raceId=1001850
405280,1001850,Wednesday 3rd January 2024,Doncaster,19:48,B4,450m,1st £115 | Others £40 Race Total £315,6th,3,632535,Sheba,M G Adamson,"Mid,SnLed-Crd1,Crd&Fell 1/4",7/1,02.17,null (DIS),Dec-2021,25.8,b - bkw,Droopys Sydney,Proud Prize,Dec-2021 | 25.8 | b - bkw | Droopys Sydney - Proud Prize,https://www.gbgb.org.uk/meeting/?meetingId=405280&raceId=1001850
405367,1002234,Friday 5th January 2024,Newcastle,14:44,A8,480m,1st £125 | Others £50 Race Total £375,1st,4,632387,Jes House Wren,D Blackbird,"FcdTCk 1/4,Led2",11/8,04.84,30.09 (8 3/4),Apr-2022,29.0,b - bk,Ice On Fire,Emers Velvet,Apr-2022 | 29.0 | b - bk | Ice On Fire - Emers Velvet,https://www.gbgb.org.uk/meeting/?meetingId=405367&raceId=1002234
405367,1002234,Friday 5th January 2024,Newcastle,14:44,A8,480m,1st £125 | Others £50 Race Total £375,2nd,3,624501,Westforth Forky,G A Stark,ClearRun,4/1,04.87,30.79 (8 3/4),Nov-2021,29.5,d - wbk,Westforth Hugo,Odhrans Girl,Nov-2021 | 29.5 | d - wbk | Westforth Hugo - Odhrans Girl,https://www.gbgb.org.uk/meeting/?meetingId=405367&raceId=1002234
405367,1002234,Friday 5th January 2024,Newcastle,14:44,A8,480m,1st £125 | Others £50 Race Total £375,3rd,6,542461,Geordie Skye,J J Fenwick,"Wide,ClearRun",10/1,04.95,30.88 (1),Apr-2019,25.7,b - bk,Black Shaw,Some Woman,Apr-2019 | 25.7 | b - bk | Black Shaw - Some Woman,https://www.gbgb.org.uk/meeting/?meetingId=405367&raceId=1002234
405367,1002234,Friday 5th January 2024,Newcastle,14:44,A8,480m,1st £125 | Others £50 Race Total £375,4th,5,633886,Nettles Worth,W Finley,SoonLedToStruckInto 1/4,5/4F,04.74,30.91 (1/2),Aug-2022,32.9,d - bk,Ice On Fire,Fancy A Dance,Aug-2022 | 32.9 | d - bk | Ice On Fire - Fancy A Dance,https://www.gbgb.org.uk/meeting/?meetingId=405367&raceId=1002234
405367,1002234,Friday 5th January 2024,Newcastle,14:44,A8,480m,1st £125 | Others £50 Race Total £375,5th,2,629085,Litvinenko,K Bowman,"FcdTCk1,Crowded2",12/1,04.86,30.96 (1/2),Apr-2022,32.1,d - bk,Ice On Fire,Effernogue Choco,Apr-2022 | 32.1 | d - bk | Ice On Fire - Effernogue Choco,https://www.gbgb.org.uk/meeting/?meetingId=405367&raceId=1002234
405367,1002234,Friday 5th January 2024,Newcastle,14:44,A8,480m,1st £125 | Others £50 Race Total £375,6th,1,591840,Play That Game,S Roberts,"Rls,Ck 1/2,(ReQul)",20/1,04.88,31.58 (7 3/4),Feb-2020,31.5,d - be,Droopys Buick,Kilgowan Honey,Feb-2020 | 31.5 | d - be | Droopys Buick - Kilgowan Honey,https://www.gbgb.org.uk/meeting/?meetingId=405367&raceId=1002234
405387,1002417,Saturday 6th January 2024,Doncaster,11:11,A2,483m,1st £130 | Others £40 Race Total £290,1st,5,624266,Sportsmans Flash,D Calvert,"Mid,Led3",15/8,04.30,30.24 (1/2),Jul-2021,26.7,b - wbd,Out Of Range ASB,Sportsmans Holly,Jul-2021 | 26.7 | b - wbd | Out Of Range ASB - Sportsmans Holly,https://www.gbgb.org.uk/meeting/?meetingId=405387&raceId=1002417
