dogId,dogName,SP,resultPosition,resultBtnDistance,resultSectionalTime,resultComment,resultRunTime,resultDogWeight,winnerOr2ndName,winnerOr2ndId,resultAdjustedTime,trapNumber,raceTime,raceDate,raceId,raceNumber,raceType,raceClass,raceDistance,raceGoing,raceWinTime,meetingId,trackName,trainerName,ownerName
600264,,15/8F,4,1 1/4,03.79,"MsdBrk,Crd 1/4,RanOn",24.07,29.9,Congress Flash,526666,24.27,1,15:02:00,05/05/2023,936192,,Flat,A5,380.0,20,23.65,396810,Crayford,,
600264,,14/1,5,4 1/2,13.26,"MsdBrk,Crd2,Rls",34.51,30.1,Lizs Legacy,551627,34.71,2,10:53:00,29/04/2023,933550,,Flat,OR,540.0,20,33.95,396510,Crayford,,
600264,,9/2,6,3/4,13.40,"Crd1&3&6,Rls",34.82,30.5,Glengar Thunder,600622,35.02,1,13:39:00,15/04/2023,929605,,Flat,OR,540.0,20,33.98,395977,Crayford,,
600264,,12/1,6,1 1/4,13.66,"MsdBrk,Crd1&2",34.92,30.3,Bens Lad,582918,35.12,3,13:09:00,08/04/2023,927727,,Flat,OR3,540.0,20,33.64,395703,Crayford,,
600264,,16/1,3,2 3/4,13.36,"MsdBrk,Crd2&5,Rls",34.56,30.2,Bens Lad,582918,34.56,2,10:17:00,01/04/2023,926227,,Flat,OR,540.0,0,33.62,395523,Crayford,,
600264,,7/1,2,1 1/2,13.11,"EP,2ndFrom1,Bmp5",34.08,29.5,Deanridge Linxs,599867,34.28,1,21:24:00,25/03/2023,925166,,Flat,S1,540.0,20,33.96,395396,Crayford,,
600264,,5/1,4,NK,03.73,"SAw,RanOn",23.83,29.7,Lady Loveday,620377,23.93,1,11:24:00,18/03/2023,923120,,Flat,A5,380.0,10,23.77,395158,Crayford,,
600264,,10/1,6,4 3/4,14.00,BCrd1,35.29,29.8,Bens Lad,582918,35.29,2,11:54:00,11/03/2023,921205,,Flat,OR,540.0,0,33.77,394796,Crayford,,
600264,,8/1,5,1/2,13.37,"SAw,Crd1",34.69,30.0,Bens Lad,582918,34.69,1,11:09:00,04/03/2023,918488,,Flat,OR,540.0,0,34.15,394563,Crayford,,
600264,,11/1,5,1 1/2,13.47,BCrd1,34.69,29.7,Noduff Grand,581946,34.69,1,12:09:00,25/02/2023,917313,,Flat,OR3,540.0,0,34.19,394436,Crayford,,
600264,,3/1,5,2,13.34,"SAw,Crd1&5",34.79,29.6,Killeacle Amelia,540814,34.99,1,21:40:00,18/02/2023,914429,,Flat,S1,540.0,20,34.56,394100,Crayford,,
600264,,7/4F,4,4 1/4,03.78,"SAw,BadlyCrd3",24.44,28.8,Ska,612021,24.44,1,15:38:00,10/02/2023,912839,,Flat,A4,380.0,0,23.80,393934,Crayford,,
600264,,5/2,3,1 1/4,13.13,"MsdBrk,Crd4&6,RanOn",33.95,29.6,Lostrigg Ajay,590964,34.15,1,12:09:00,28/01/2023,909242,,Flat,OR3,540.0,20,33.71,393507,Crayford,,
600264,,1/1F,2,3/4,13.34,"MsdBrk,Crd1&5,RanOn",34.52,29.8,Lostrigg Ajay,590964,34.22,1,11:39:00,21/01/2023,907064,,Flat,OR3,540.0,-30,34.46,393232,Crayford,,
600264,,6/1,2,10 1/4,13.45,"SAw,Crd1&3&4",34.57,30.1,Lizs Legacy,551627,34.57,1,12:39:00,14/01/2023,904942,,Flat,OR,540.0,0,33.75,392978,Crayford,,
600264,,5/2F,2,1/2,13.20,"Crd1,Bmp2,RanOn",34.26,29.9,Deanridge Twowon,599681,34.26,2,12:09:00,07/01/2023,903786,,Flat,S1,540.0,0,34.22,392860,Crayford,,
600264,,4/1,2,5 1/2,13.05,"EP,2ndFrom1",34.16,29.9,Miss Dior,585437,34.36,4,12:54:00,31/12/2022,902001,,Flat,S1,540.0,20,33.72,392643,Crayford,,
600264,,10/3,3,5 3/4,13.44,"MsdBrk,Crd1&2&5",34.84,29.9,Noduff Grand,581946,35.04,3,11:09:00,24/12/2022,900123,,Flat,OR,540.0,20,34.11,392427,Crayford,,
600264,,4/9F,1,,13.15,"MsdBrk,EP,Ld4",34.14,29.3,Tammys Jane,600170,33.94,2,21:20:00,17/12/2022,898976,,Flat,S1,540.0,-20,34.14,392287,Crayford,,
600264,,10/11F,1,,13.15,"MsdBrk,EP,Bmp1,Ld3",33.68,29.5,Miss Downey,593998,33.88,1,13:09:00,10/12/2022,896402,,Flat,OR,540.0,20,33.68,391951,Crayford,,
600264,,11/4JF,3,1,03.65,"BmpRnUp& 1/4,RanOn",23.70,29.4,Ska,612021,23.80,2,12:09:00,03/12/2022,895257,,Flat,A4,380.0,10,23.58,391811,Crayford,,
600264,,10/3,1,,13.14,"Bmp1,2ndFrom 1/4-Ld5",34.09,29.4,Icaals First,549173,34.29,1,16:18:00,24/11/2022,893023,,Flat,S3,540.0,20,34.09,391516,Crayford,,
600264,,15/8,1,,13.05,"Crd1,Bmp&Ld3",33.76,29.6,Borna Damsel,591141,34.06,2,17:37:00,17/11/2022,891108,,Flat,S4,540.0,30,33.76,391270,Crayford,,
600264,,7/2,3,HD,03.75,"MsdBrk,Crd3,RanOn",24.08,29.8,Ska,612021,24.18,2,15:02:00,11/11/2022,889198,,Flat,A4,380.0,10,23.82,391052,Crayford,,
600264,,6/1,4,2 1/2,03.87,"BmpStt,CrdRnUp& 1/4",24.07,29.9,Diesel Poppy,549370,24.17,3,11:24:00,05/11/2022,887000,,Flat,A4,380.0,10,23.47,390760,Crayford,,
600264,,4/1,5,1,03.74,"Bmp1,Crd 1/473,MidToRls",23.95,29.6,Distant Spirit,588013,24.15,1,18:48:00,01/11/2022,886469,,Flat,A4,380.0,20,23.57,390706,Crayford,,
600264,,11/4,3,1/2,13.08,"MsdBrk,Crd1,Chl&Crd5",34.26,30.1,Woodcocks Aria,605864,34.56,2,17:18:00,27/10/2022,885477,,Flat,S4,540.0,30,34.04,390563,Crayford,,
600264,,4/1,3,1 1/4,03.39,"MsdBrk,Crd1,",34.55,29.5,Distant Sunset,585445,34.75,3,15:18:00,20/10/2022,883353,,Flat,S3,540.0,20,34.46,390316,Crayford,,
600264,,5/4F,1,,03.73,"Crd 1/4,2ndFr2-Bmp&LdNrLn",23.88,29.8,Roseville Adele,610081,23.98,2,19:50:00,15/10/2022,881921,,Flat,A5,380.0,10,23.88,390167,Crayford,,
600264,,11/4,5,1/2,13.74,"MsdBrk,CrdRnUp&1&2& 1/2",34.90,29.9,Zenas Rosie,537113,35.10,3,15:18:00,07/10/2022,879487,,Flat,S3,540.0,20,34.43,389833,Crayford,,
600264,,4/1,3,4,13.27,Crd1& 1/2&4,34.48,30.0,Ballymac Valley,581957,34.68,3,15:02:00,29/09/2022,877535,,Flat,S3,540.0,20,34.10,389594,Crayford,,
600264,,6/1,3,1,13.29,"SAw,Bmp5,RanOn",34.66,30.1,Gentle Whisper,590864,34.66,2,14:42:00,23/09/2022,875585,,Flat,S3,540.0,0,34.38,389381,Crayford,,
600264,,7/2,2,3,03.78,"SAw,Crd4,RanOn",24.05,29.7,Fayes Daisy,542206,24.15,1,20:32:00,17/09/2022,874315,,Flat,A4,380.0,10,23.81,389221,Crayford,,
600264,,11/4,1,,03.74,"SAw,Bmp2,LdRnIn",24.00,30.1,Ballymac Ley,525282,23.90,2,13:24:00,07/09/2022,871013,,Flat,A5,380.0,-10,24.00,388830,Crayford,,
600264,,6/1,1,,03.70,"SAw,LdNrLn,MidToRls",23.75,30.0,Always Ella,606913,23.85,2,12:39:00,31/08/2022,869261,,Flat,A6,380.0,10,23.75,388604,Crayford,,
600264,,9/1,5,1/2,03.78,"MsdBrk,Crd2&3",24.20,30.0,Dark Heart,541487,24.30,3,14:07:00,25/08/2022,867881,,Flat,A5,380.0,10,23.52,388434,Crayford,,
600264,,15/8F,4,SH,13.55,"MsdBrk,CrdRnUp,Bmp3&RnIn",35.28,30.6,Boynepark Logan,546722,35.48,1,19:44:00,16/08/2022,865332,,Flat,S3,540.0,20,34.49,388188,Crayford,,
600264,,9/2,4,3/4,13.56,"MsdBrk,Crd1,Bmp2",34.49,30.5,Ballymac Blippi,591837,34.79,2,20:03:00,02/08/2022,862044,,Flat,S3,540.0,30,34.01,387685,Crayford,,
600264,,7/1,5,3/4,13.41,"MsdBrk,Crd1&5",34.85,30.3,Deanridge Twowon,599681,34.85,1,11:09:00,23/07/2022,859352,,Flat,OR3,540.0,0,34.29,387397,Crayford,,
600264,,6/1,5,2,13.52,Crd1&2& 1/2,34.66,30.0,Killeacle Amelia,540814,34.86,3,17:37:00,15/07/2022,857860,,Flat,S2,540.0,20,34.01,387185,Crayford,,
600264,,9/4,2,4,03.69,"Bmp 1/4,RanOn",23.76,30.2,Tammys Jane,600170,23.86,3,21:05:00,09/07/2022,856503,,Flat,A5,380.0,10,23.44,387023,Crayford,,
600264,,4/1,1,,13.02,"EP,Disp-Ld2",34.01,30.5,Deanridge Lambo,599766,34.31,2,20:23:00,05/07/2022,855197,,Flat,S3,540.0,30,34.01,386819,Crayford,,
600264,,7/1,4,3/4,03.72,"MsdBrk,Crd3",23.81,30.3,Crystal Duchess,553471,23.91,2,10:53:00,29/06/2022,853183,,Flat,A5,380.0,10,23.43,386601,Crayford,,
600264,,9/4F,2,10 1/4,13.28,"MsdBrk,Crd1&5",34.91,30.3,Deanridge Awesom,531181,35.11,3,15:18:00,23/06/2022,851939,,Flat,S3,540.0,20,34.09,386457,Crayford,,
600264,,5/2,1,,03.72,"Bmp 1/4,LdRnIn",23.82,30.7,Ballymac Yoyo,531427,23.82,2,11:24:00,15/06/2022,849605,,Flat,A6,380.0,0,23.82,386175,Crayford,,
600264,,11/4,4,3/4,03.75,"MsdBrk,Crd1&4&RnIn",24.21,30.8,Deanridge Boyone,599866,24.21,2,10:53:00,08/06/2022,847589,,Flat,A6,380.0,0,23.73,385949,Crayford,,
600264,,2/1,3,2,13.43,"MsdBrk,EP,Crd1&2&5",34.68,30.4,Moaning Amy,533553,34.68,3,14:23:00,03/06/2022,846230,,Flat,S3,540.0,0,34.36,385728,Crayford,,
600264,,2/1F,2,1,13.19,"Chl&Crd3,Crd5,RanOn",34.51,30.2,So Its Taylor,543107,34.51,3,15:38:00,26/05/2022,844386,,Flat,S3,540.0,0,34.43,385533,Crayford,,
600264,,7/1,4,2 1/4,13.61,"MsdBrk,Crd1,Bmp2",34.82,30.8,Chelms Tornado,549367,35.02,2,12:54:00,21/05/2022,841596,,Flat,OR,540.0,20,34.20,385226,Crayford,,
600264,,4/6F,1,,03.64,"EP,Ld 1/4,MidToRls",23.34,30.2,Trapper Jane,528611,23.54,2,18:42:00,14/05/2022,841037,,Flat,A8,380.0,20,23.34,385168,Crayford,,
600264,,13/8F,2,3,03.75,"MsdBrk,Crd1& 1/2,RanOn",24.07,30.6,Detective Blue,602448,24.27,2,21:18:00,10/05/2022,839630,,Flat,A8,380.0,20,23.83,385005,Crayford,,
600264,,9/4JF,2,1 1/2,03.72,"MsdBrk,BmpRnUp& 1/4,RanOn",23.76,30.5,Kereight Prodigy,551370,23.96,3,17:54:00,06/05/2022,838473,,Flat,A8,380.0,20,23.64,384823,Crayford,,
600264,,5/6F,4,HD,03.84,"SAw,BmpRls1,Crd3,RanOn",24.18,30.1,Roll On Duke,539285,24.18,2,19:01:00,30/04/2022,837168,,Flat,A8,380.0,0,24.09,384694,Crayford,,
600264,,4/1,1,,03.69,"EP,Crd&Ld1,Bmp 1/4",23.99,30.6,Sail On Mia,542880,23.99,2,15:38:00,22/04/2022,834349,,Flat,A9,380.0,0,23.99,384366,Crayford,,
600264,,9/4F,3,1 1/2,03.76,"MsdBrk,Crd 1/4,RanOn",24.42,30.4,Hiya Blackie,543664,24.42,2,13:24:00,13/04/2022,832080,,Flat,A9,380.0,0,24.20,384097,Crayford,,
600264,,13/8F,1,,03.72,"MsdBrk,EP,Crd2,Ld 1/2",23.92,30.2,White Fane,590967,23.92,2,17:54:00,31/03/2022,828839,,Flat,A10,380.0,0,23.92,383663,Crayford,,
600264,,3/1,4,HD,03.71,"Bmp1,Crd2&3,RanOn",24.36,29.6,Stophers Flash,548921,24.36,2,20:53:00,26/03/2022,827452,,Flat,A9,380.0,0,24.24,383513,Crayford,,
600264,,2/1JF,6,1/2,03.76,"MsdBrk,Crd1&2&3&4",24.73,29.8,Best Wish,533042,24.73,2,19:07:00,22/03/2022,826038,,Flat,A9,380.0,0,24.51,383374,Crayford,,
600264,,9/2,6,1/2,03.70,"MsdBrk,Crd1&2&3",24.66,29.3,Eske Jet,538244,24.76,2,13:09:00,16/03/2022,824191,,Flat,A9,380.0,10,23.93,383171,Crayford,,
600264,,7/2,4,SH,03.76,"Rls&CrdRnUp,Mid&Crd1",24.48,29.3,Ashappyasmike,592033,24.38,2,17:54:00,04/03/2022,820836,,Flat,A9,380.0,-10,24.11,382758,Crayford,,
600264,,4/1,2,1 1/4,03.88,"MsdBrk,Crd 1/4&3,RanOn",24.35,29.3,Go Buy Baileys,600425,24.35,2,20:20:00,26/02/2022,819469,,Flat,A9,380.0,0,24.25,382595,Crayford,,
600264,,,1,HD,03.72,"Mid&BmpRnUp,Bmp3,LdNrLn",24.41,29.6,Little Mcnab,600262,24.41,1,,22/02/2022,818785,,Flat,T3,380.0,0,24.41,382480,Crayford,,
600264,,,3,3 3/4,03.82,"MsdBrk,Chl&Crd1,BmpRls2&4",24.65,29.5,Bennys Millie,584269,24.75,2,,15/02/2022,816920,,Flat,T3,380.0,10,24.15,382276,Crayford,,
600264,,,1,,03.74,"Mid,RlsRnIn",24.51,28.9,,,24.51,4,,09/02/2022,815212,,Flat,T1,380.0,0,24.51,382086,Crayford,,
600269,,7/1,3,1 1/4,04.30,"Mid,SAw,Crd2",29.76,30.3,Nanny Roo,612445,29.56,4,15:09:00,31/05/2025,1134295,,Flat,A8,476.0,-20,29.61,430753,Swindon,,
600269,,6/1,4,3/4,04.45,"Middle,VSAw",29.21,30.1,Unlikely Nancy,643764,29.41,4,14:23:00,23/05/2025,1131927,,Flat,A8,476.0,20,28.85,430301,Swindon,,
600269,,6/1,3,1 1/2,04.43,"Mid,SAw,RanOn",29.38,30.1,Mohican Anna,650655,29.58,4,14:31:00,17/05/2025,1130843,,Flat,A8,476.0,20,29.07,430114,Swindon,,
600269,,9/2,3,1 1/4,04.45,"Mid,SAw",29.57,30.2,Baggios Illusion,640892,29.67,3,11:09:00,12/05/2025,1129529,,Flat,A8,476.0,10,29.13,429834,Swindon,,
600269,,2/1F,3,1 1/4,04.31,"Mid,SAw,Crd 1/2",29.34,29.8,Chasing Mags,626579,29.44,4,18:08:00,06/05/2025,1128108,,Flat,A8,476.0,10,29.18,429508,Swindon,,
600269,,5/1,3,1/2,04.33,"Mid,SAw,Crd1,RanOn",29.44,29.9,Unknown Alice,638401,29.54,4,14:23:00,02/05/2025,1126692,,Flat,A8,476.0,10,29.38,429171,Swindon,,
600269,,5/1,4,2 1/4,04.30,"Mid,SAw,Bmp1",29.73,30.0,Rathmartin Belle,649053,29.73,4,14:31:00,26/04/2025,1125678,,Flat,A8,476.0,0,29.25,429022,Swindon,,
600269,,3/1,3,1 1/2,04.39,"Mid,SAw,RanOn",29.44,30.0,Wessex Ryder,621546,29.74,3,14:49:00,19/04/2025,1123961,,Flat,A8,476.0,30,29.30,428661,Swindon,,
600269,,9/1,4,1,04.29,"Mid,SAw",29.37,29.8,Teddy Blue,637085,29.47,3,14:31:00,12/04/2025,1122216,,Flat,A7,476.0,10,29.15,428297,Swindon,,
600269,,12/1,3,1/2,04.25,"Mid,Crd1",29.44,30.0,Barnfield Crest,630206,29.64,3,11:27:00,07/04/2025,1120707,,Flat,A6,476.0,20,29.35,428002,Swindon,,
600269,,4/1,1,,04.22,"Mid,Led 1/2,DrwClr",29.03,29.6,Hiya Jimal,651111,29.13,4,18:08:00,01/04/2025,1119345,,Flat,A9,476.0,10,29.03,427650,Swindon,,
600269,,12/1,5,1 3/4,04.32,"Middle,VSAw",29.62,29.9,Wessex Ryder,621546,29.82,4,17:31:00,28/03/2025,1117712,,Flat,A8,476.0,20,29.05,427317,Swindon,,
600269,,22/1,6,NK,04.26,"Mid,SAw",29.82,30.2,Antigua Burn,648377,29.82,3,16:03:00,22/03/2025,1116821,,Flat,A7,476.0,0,29.35,427196,Swindon,,
600269,,9/1,5,,04.42,"Mid,SAw,Crd2&4",30.22,30.4,Ashway Dusty,629667,30.32,3,15:01:00,14/03/2025,1114296,,Flat,A7,476.0,10,29.32,426560,Swindon,,
600269,,9/1,3,3 1/2,04.43,"Mid,SAw,Crd2&3",29.85,30.5,Moonlight Girl,643642,29.85,3,15:07:00,08/03/2025,1113364,,Flat,A7,476.0,0,29.30,426412,Swindon,,
600269,,,1,3 1/4,04.42,"Mid,LedRnIn",30.09,30.3,Saka Cracker,646902,29.79,4,,01/03/2025,1112161,,Flat,T3,476.0,-30,30.09,426106,Swindon,,
600269,,25/1,5,1 1/2,04.33,"Mid,SAw",29.59,29.7,Ballymac Deli,632191,29.39,3,21:16:00,10/12/2024,1091774,,Flat,A5,476.0,-20,29.21,421894,Swindon,,
600269,,,0,,,,,,,,,4,15:32:00,07/12/2024,1091354,,Flat,A5,476.0,,,421834,Swindon,,
600269,,8/1,3,1/2,04.24,"Mid,SAw",29.17,29.5,Ashway Foxie,614890,29.37,5,11:09:00,02/12/2024,1089816,,Flat,A5,476.0,20,28.87,421471,Swindon,,
600269,,12/1,4,1 1/4,04.26,"Middle,SAw",29.37,29.7,Memories Clash,640430,29.37,4,12:18:00,25/11/2024,1088061,,Flat,A5,476.0,0,29.19,421090,Swindon,,
600269,,8/1,4,1 3/4,04.26,"RlsMid,ClearRun",29.17,29.7,Distant Ian,551636,29.37,3,11:43:00,18/11/2024,1086413,,Flat,A5,476.0,20,28.69,420697,Swindon,,
600269,,8/1,3,SH,04.32,"Mid,SAw,EP",29.16,29.8,Soap Box Flash,646484,29.36,3,11:27:00,11/11/2024,1084700,,Flat,A5,476.0,20,28.99,420321,Swindon,,
600269,,10/1,4,1 3/4,04.29,"Mid,Crd1,FcdToCk2",29.48,29.7,Grangeview Kat,637958,29.58,4,11:27:00,04/11/2024,1082999,,Flat,A5,476.0,10,28.82,419950,Swindon,,
600269,,11/4,1,,04.20,"Mid,Led 1/2",29.10,29.8,Palma Nova,607597,29.20,4,11:27:00,28/10/2024,1081239,,Flat,A6,476.0,10,29.10,419631,Swindon,,
600269,,6/1,1,,04.17,"Mid,Led2",29.09,30.0,Palma Nova,607597,29.19,4,11:09:00,21/10/2024,1079332,,Flat,A6,476.0,10,29.09,419265,Swindon,,
600269,,33/1,6,1 1/4,04.32,"Mid,SAw,Crd3",29.81,30.0,Ballycleary Bono,637409,29.71,5,12:18:00,14/10/2024,1077542,,Flat,A5,476.0,-10,28.87,418874,Swindon,,
600269,,11/1,4,1 1/2,04.23,"Mid,Crd1",29.51,30.3,Tra Bhui,644405,29.51,4,12:18:00,07/10/2024,1075731,,Flat,A5,476.0,0,29.01,418462,Swindon,,
600269,,8/1,4,1/2,04.31,"Mid,SAw,Crd1",29.21,30.5,Baggios Gizmo,640893,29.31,5,14:36:00,28/09/2024,1073750,,Flat,A5,476.0,10,29.02,418058,Swindon,,
600269,,16/1,4,1 3/4,04.19,"Mid,SAw,Crd1",29.20,30.6,In It To Win It,593092,29.30,4,11:09:00,16/09/2024,1070250,,Flat,A5,476.0,10,28.68,417430,Swindon,,
600269,,14/1,1,,04.31,"Mid,SAw,Led 1/2",28.93,30.9,Boherash Jani,629420,29.13,5,11:43:00,09/09/2024,1068363,,Flat,A5,476.0,20,28.93,417001,Swindon,,
600269,,8/1,4,SH,04.36,"Middle,ClrRun",29.63,30.8,Flyers Magu,623749,29.33,4,19:18:00,05/09/2024,1066609,,Flat,A5,476.0,-30,29.15,416593,Swindon,,
600269,,14/1,3,3 3/4,04.30,"Middle,LckEP",29.16,30.6,Access Code,624167,29.36,3,19:18:00,29/08/2024,1065488,,Flat,A5,476.0,20,28.80,416304,Swindon,,
600269,,10/1,5,1,04.23,"Middle,BBmp1",30.48,30.4,This Exile,642263,29.68,4,14:54:00,24/08/2024,1064481,,Flat,A5,476.0,-80,29.67,416177,Swindon,,
600269,,7/1,5,2,04.27,"Mid,Crd1",29.45,30.4,Mendip Sally,641443,29.55,4,14:54:00,17/08/2024,1062571,,Flat,A5,476.0,10,28.87,415774,Swindon,,
600269,,8/1,2,1 1/2,04.31,"Mid,CrdRunUp,RanOn",29.25,30.4,Castell Max,621798,29.15,4,12:18:00,05/08/2024,1059228,,Flat,A5,476.0,-10,29.13,415035,Swindon,,
600269,,7/1,3,1 1/2,04.38,"Mid,SAw,RanOn",29.42,30.0,Datsthewaytodoit,630858,29.22,4,11:09:00,29/07/2024,1057628,,Flat,A5,476.0,-20,29.30,414639,Swindon,,
600269,,10/1,4,1 3/4,04.22,"Mid,Crd1&4",29.69,30.1,Mohican Luigi,636582,29.59,4,12:01:00,22/07/2024,1055615,,Flat,A5,476.0,-10,29.45,414219,Swindon,,
600269,,8/1,3,1 1/4,04.20,"Middle,Led 1/2To3",28.98,30.2,Follow Me Up,292108,29.08,3,14:54:00,13/07/2024,1053710,,Flat,A5,476.0,10,28.88,413759,Swindon,,
600269,,5/1,3,1/2,04.20,"Mid,FcdToCk1,RanOn",29.45,30.2,Lenghanarf,621493,29.45,4,12:01:00,08/07/2024,1051942,,Flat,A5,476.0,0,29.36,413417,Swindon,,
600269,,10/1,4,1 1/2,04.31,"Mid,SAw",29.20,30.2,Ballymac Louie,609061,29.20,4,11:27:00,01/07/2024,1050214,,Flat,A5,476.0,0,28.83,413038,Swindon,,
600269,,11/1,5,1 3/4,04.31,"Mid,SAw,Crd2,Stb3",29.61,30.3,Camp Kingdom,639349,29.61,5,11:43:00,24/06/2024,1048361,,Flat,A4,476.0,0,28.91,412682,Swindon,,
600269,,4/1,1,,04.19,"Mid,Led2",28.93,30.0,Shark Gun,609885,29.03,5,12:01:00,17/06/2024,1046526,,Flat,A5,476.0,10,28.93,412385,Swindon,,
600269,,12/1,5,SH,04.34,"Middle,SAw",29.04,29.7,Camp Kingdom,639349,29.24,5,18:37:00,11/06/2024,1044935,,Flat,A5,476.0,20,28.71,412071,Swindon,,
600269,,12/1,3,1 1/4,04.27,"Middle,SAw,Crd2",29.12,29.9,Mendip Sally,641443,29.22,4,18:37:00,04/06/2024,1043016,,Flat,A5,476.0,10,28.92,411679,Swindon,,
600269,,7/1,4,2 1/4,,"Mid,ClearRun",29.20,30.0,Ballygraigue Ted,632415,29.60,5,12:01:00,27/05/2024,1041053,,Flat,HP,476.0,0,28.90,411318,Swindon,,
600269,,7/1,2,5 1/2,04.25,"Mid,ClearRun",29.51,30.0,Bullys Barker,637682,29.61,5,12:01:00,20/05/2024,1039067,,Flat,A5,476.0,10,29.07,410987,Swindon,,
600269,,14/1,4,1/2,04.32,"Mid,Crd1",29.02,29.9,Magical Ronaldo,634658,29.22,4,12:54:00,13/05/2024,1037246,,Flat,A5,476.0,20,28.68,410645,Swindon,,
600269,,13/8F,1,,04.19,"Mid,Led2",28.89,29.9,Westwind Sonny,605953,28.89,4,11:54:00,06/05/2024,1035351,,Flat,A6,476.0,0,28.89,410335,Swindon,,
600269,,3/1,1,,04.26,"Mid,Chl4,LedNrLn",29.50,30.0,Charolais,631670,29.30,4,10:54:00,29/04/2024,1033479,,Flat,A7,476.0,-20,29.50,409991,Swindon,,
600269,,4/1,4,1,,"Mid,RanOn",29.79,30.1,Fairest Spirit,605800,29.95,5,19:32:00,23/04/2024,1031865,,Flat,HP,476.0,0,29.61,409721,Swindon,,
600269,,4/1,5,3/4,04.24,"Mid,SAw,Crd1",29.64,30.2,Mohican Austin,639701,29.74,3,21:02:00,16/04/2024,1029986,,Flat,A7,476.0,10,29.33,409428,Swindon,,
600269,,4/1,2,2 1/2,04.24,"Middle,ClrRun",29.14,30.4,Dapper Ruby,539586,29.34,3,19:14:00,09/04/2024,1028059,,Flat,A7,476.0,20,28.94,409093,Swindon,,
600269,,16/1,5,1 1/4,04.25,"Mid,BBmp1",29.60,30.6,Kishlawn Kayla,630313,29.80,4,14:04:00,30/03/2024,1025164,,Flat,A6,476.0,20,29.01,408571,Swindon,,
600269,,7/1,3,2 1/2,04.26,"Middle,SAw",29.47,30.4,Magical Ronaldo,634658,29.47,3,14:44:00,23/03/2024,1023653,,Flat,A6,476.0,0,28.97,408378,Swindon,,
600269,,12/1,4,2 1/4,04.25,"Mid,SAw",29.25,30.3,Bullys Barker,637682,29.45,3,11:09:00,18/03/2024,1021995,,Flat,A6,476.0,20,28.97,408175,Swindon,,
600269,,7/2,4,1/2,04.27,"Mid,SAw,Crd1&4",29.69,30.5,Westway Freya,550561,29.79,4,12:09:00,11/03/2024,1020122,,Flat,A6,476.0,10,29.31,407860,Swindon,,
600269,,18/1,3,2,04.21,"Middle,SAw",28.99,29.5,Franco Charlie,590881,29.29,4,18:56:00,05/03/2024,1018394,,Flat,A6,476.0,30,28.75,407603,Swindon,,
600269,,6/1,4,3 3/4,04.34,"Middle,VSAw",29.31,29.5,Mohican Sue,629764,29.61,4,18:56:00,20/02/2024,1014673,,Flat,A6,476.0,30,28.80,407073,Swindon,,
600269,,6/1,4,2 1/2,04.31,"Mid,SAw,Crd1",29.54,29.6,Mohican Garfield,622936,29.64,4,14:04:00,10/02/2024,1012248,,Flat,A6,476.0,10,29.30,406714,Swindon,,
600269,,9/1,4,1 1/2,04.26,"Mid,RanOn",29.53,29.6,Rathronan Shadow,626110,29.43,4,11:24:00,05/02/2024,1010494,,Flat,A6,476.0,-10,29.15,406482,Swindon,,
600269,,11/8F,1,,04.24,"Mid,Led3",29.23,29.5,Mohican Cerys,600832,29.13,4,11:39:00,29/01/2024,1008531,,Flat,A7,476.0,-10,29.23,406220,Swindon,,
600269,,7/4F,3,SH,04.26,"Mid,RanOn",29.58,29.6,Hackattack,588618,29.48,4,10:54:00,22/01/2024,1006604,,Flat,A7,476.0,-10,29.24,405967,Swindon,,
600269,,4/1,2,2 3/4,04.27,"Mid,Crd2,RanOn",29.35,29.7,Chasing Mags,626579,29.35,4,10:54:00,15/01/2024,1004775,,Flat,A7,476.0,0,29.13,405724,Swindon,,
600269,,15/8,5,SH,04.38,"Mid,Crd1",29.84,29.5,Fairest Smile,600688,29.74,4,10:54:00,08/01/2024,1002865,,Flat,A7,476.0,-10,29.60,405460,Swindon,,
600269,,15/2,4,1 1/4,04.30,"Mid,Crd2&3",29.44,29.6,Mohican Zoa,593348,29.54,3,10:54:00,01/01/2024,1001313,,Flat,A6,476.0,10,29.24,405233,Swindon,,
600269,,9/2,4,2 1/4,04.25,"Mid,ClearRun",29.40,29.6,Arthur Pickle,587289,29.40,4,14:09:00,22/12/2023,999216,,Flat,A6,476.0,0,29.20,404978,Swindon,,
600269,,10/3,3,2,04.33,"Mid,SAw,Crd2",29.29,29.5,Sofa Surfer,551828,29.49,3,15:14:00,15/12/2023,997457,,Flat,A6,476.0,20,29.05,404738,Swindon,,
600269,,10/3,5,3/4,04.30,"Mid,SAw",29.95,29.8,Mohican Kelsey,620402,29.35,3,11:06:00,09/12/2023,995892,,Flat,A6,476.0,-60,29.75,404536,Swindon,,
600269,,4/1,3,1 1/2,04.33,"MidRls,SAw,Crd1",29.53,29.8,Haven Blue,593890,29.63,3,14:59:00,01/12/2023,993694,,Flat,A6,476.0,10,29.26,404234,Swindon,,
600269,,7/1,2,3,04.25,"Mid,RanOn",29.18,29.9,Autumn Angel,600082,29.18,3,14:09:00,24/11/2023,991738,,Flat,A6,476.0,0,28.93,403958,Swindon,,
600269,,12/1,4,4 1/4,04.19,"Middle,SAw",29.15,30.4,Sawpit Sauvignon,634571,29.45,3,14:27:00,16/11/2023,989418,,Flat,A5,476.0,30,28.58,403632,Swindon,,
